Name,Active,Nation,Club,Physique,Character,Primary Class,Secondary Class,Position,Model,Level,Base Value,Decisions,Composure,Tempo,First Touch,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Flair,Balace,Set Piece,Carries,Penalty,Long,Close,Through,Range,Accuracy,Cross,Takeons,Skills,Anticipation,Stamina,Recovery,Pressing,Intensity,Tackling,Marking,Blocking,Bravery,Positioning,Concentraion,Awareness,Aerial Duels,Reactions,Pace,Acceleration,Agility,Physicality,Hold Up,Duels,Aggression,Coordination,Jumping,Heading,Foot,Mentality
Rickie Lambert,,England,Retired,Robust,Determined,Aerial,Striker,Central Forward,Target,78,£6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Juan Pablo Ángel,,Colombia,Retired,Powerful,Classy,Striker,Aerial,Central Forward,Hitman,78,£15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Benni McCarthy,,South Africa,Retired,Powerful,Crafty,Striker,Aerial,Central Forward,Hitman,78,£6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Dion Dublin,,England,Retired,Powerful,Industrious,Aerial,Powerhouse,Central Forward,Colossus,78,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Chris Wood,checked,New Zealand,Burnley,Powerful,Determined,Aerial,Striker,Central Forward,Target,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Marian Pahars,,Latvia,Retired,Nimble,Unpredictable,Creator,Striker,Central Forward,Fantasista,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Dalian Atkinson,,England,Retired,Athletic,Composed,Striker,Creator,Central Forward,Assassin,78,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Jay Rodriguez,checked,England,Burnley,Athletic,Industrious,Striker,Engine,Central Forward,Poacher,78,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Carlton Cole,,England,Retired,Powerful,Industrious,Aerial,Powerhouse,Central Forward,Colossus,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Andy Johnson,,England,Retired,Rapid,Determined,Engine,Striker,Central Forward,Livewire,78,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Tomas Radzinski,,Canada,Retired,Speedy,Tenacious,Sprinter,Striker,Central Forward,Ghost,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Balanced
Alan Smith,,England,Retired,Robust,Tenacious,Engine,Powerhouse,Central Forward,Bison,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Michael Bridges,,England,Retired,Dynamic,Determined,Striker,Creator,Central Forward,Assassin,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Francis Jeffers,,England,Retired,Dynamic,Crafty,Striker,Engine,Central Forward,Poacher,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Lee Hendrie,,England,Retired,Dynamic,Tenacious,Engine,Creator,Central Midfielder,Heartbeat,78,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Rob Lee,,England,Retired,Athletic,Reliable,Engine,Commander,Central Midfielder,Driver,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Stiliyan Petrov,,Bulgaria,Retired,Athletic,Classy,Controller,Passer,Central Midfielder,Regista,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
David Batty,,England,Retired,Robust,Resolute,Cover,Engine,Central Midfielder,Full Back,78,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Luka Milivojević,,Serbia,Retired,Strong,Influential,Commander,Engine,Central Midfielder,General,78,£12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Stephane Sessegnon,,Benin,Retired,Agile,Unpredictable,Creator,Dribbler,Central Midfielder,Magician,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Sean Davis,,England,Retired,Agile,Tenacious,Creator,Passer,Central Midfielder,Maestro,78,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Leander Dendoncker,checked,Belgium,Wolves,Tall,Tenacious,Aerial,Engine,Central Midfielder,Boxcrasher,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Lee Carsley,,Scotland,Retired,Robust,Resolute,Engine,Stopper,Central Midfielder,Destroyer,78,£6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Archie Gray,checked,England,Leeds,Balanced,Tenacious,Engine,Controller,Central Midfielder,Box-To-Box,78,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Anders Svensson,,Sweden,Retired,Dynamic,Influential,Engine,Controller,Central Midfielder,Box-To-Box,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Jens Lehmann,,Germany,Retired,Agile,Antagonistic,Commander,Orthodox,Keeper,Hawk,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Thomas Sorensen,,Denmark,Retired,Powerful,Reliable,Orthodox,Acrobat,Keeper,Wall,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Anti Niemi,,Finland,Retired,Powerful,Focused,Orthodox,Acrobat,Keeper,Wall,78,£6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Carlo Cudicini,,Italy,Retired,Athletic,Reliable,Acrobat,Orthodox,Keeper,Shotstopper,78,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Shaka Hislop,,Trinidad & Tobago,Retired,Athletic,Composed,Orthodox,Commander,Keeper,Sentinel,78,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Erik Thorstvedt,,Denmark,Retired,Powerful,Reliable,Orthodox,Commander,Keeper,Sentinel,78,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Ludek Miklosko,,Czech Republic,Retired,Powerful,Reliable,Orthodox,Commander,Keeper,Sentinel,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Nigel Martyn,,England,Retired,Robust,Reliable,Orthodox,Acrobat,Keeper,Wall,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Neville Southall,,Wales,Retired,Dominant,Resolute,Orthodox,Commander,Keeper,Sentinel,78,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Pablo Zabaleta,,Argentina,Retired,Robust,Passionate,Cover,Powerhouse,Wide Defender,Stalwart,78,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Ryan Bertrand,,England,Retired,Speedy,Reliable,Sprinter,Cover,Wide Defender,Flanker,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Joel Ward,checked,England,Crystal Palace,Robust,Resolute,Cover,Stopper,Wide Defender,Cornerback,78,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Chris Coleman,,Wales,Retired,Athletic,Influential,Stopper,Commander,Wide Defender,Leader,78,£2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Cautious
Steve Watson,,England,Retired,Athletic,Reliable,Engine,Powerhouse,Wide Defender,Bison,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Luis Boa Morte,,Portugal,Retired,Speedy,Determined,Creator,Dribbler,Wide Forward,Magician,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Bakary Sako,,Mali,Retired,Powerful,Mercurial,Creator,Striker,Wide Forward,Fantasista,78,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Steed Malbranque,,France,Retired,Dynamic,Industrious,Creator,Engine,Wide Midfielder,Catalyst,78,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Darren Anderton,,England,Retired,Athletic,Mercurial,Creator,Dribbler,Wide Midfielder,Magician,78,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Leon Osman,,England,Retired,Dynamic,Composed,Creator,Engine,Wide Midfielder,Catalyst,78,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Steve Walsh,,England,Retired,Robust,Hard-Tackling,Commander,Stopper,Central Defender,Leader,77,£250000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Darren Peacock,,England,Retired,Robust,Resolute,Stopper,Powerhouse,Central Defender,Rock,77,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Emerson Thome,,Brazil,Retired,Robust,Resolute,Powerhouse,Stopper,Central Defender,Enforcer,77,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Jody Craddock,,England,Retired,Robust,Aggressive,Stopper,Powerhouse,Central Defender,Rock,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Philippe Albert,,Belgium,Retired,Athletic,Composed,Stopper,Controller,Central Defender,Lynchpin,77,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Scott Dann,,England,Retired,Tall,Reliable,Stopper,Aerial,Central Defender,Centre Back,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Carlos Bocanegra,,USA,Retired,Robust,Composed,Stopper,Commander,Central Defender,Leader,77,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Cautious
Steven Taylor,,England,Retired,Powerful,Resolute,Stopper,Powerhouse,Central Defender,Rock,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
David Weir,,Scotland,Retired,Robust,Reliable,Stopper,Commander,Central Defender,Leader,77,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
David Wetherall,,England,Retired,Robust,Resolute,Stopper,Commander,Central Defender,Leader,77,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Gabriel Agbonlahor,,England,Retired,Rapid,Determined,Sprinter,Striker,Central Forward,Ghost,77,£15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Clinton Morrison,,Ireland,Retired,Robust,Industrious,Striker,Powerhouse,Central Forward,Rifle,77,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Leonardo Ulloa,,Argentina,Retired,Towering,Committed,Aerial,Striker,Central Forward,Target,77,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Duncan Ferguson,,Scotland,Retired,Tall,Aggressive,Aerial,Powerhouse,Central Forward,Colossus,77,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Balanced
Brian Deane,,England,Retired,Powerful,Resolute,Aerial,Striker,Central Forward,Target,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Jeff Hendrick,checked,Ireland,Burnley,Athletic,Industrious,Engine,Passer,Central Midfielder,Metronome,77,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Neil Lennon,,Northern Ireland,Retired,Robust,Combative,Engine,Stopper,Central Midfielder,Destroyer,77,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Beram Kayal,,Israel,Retired,Dynamic,Combative,Engine,Stopper,Central Midfielder,Destroyer,77,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Ashley Westwood,checked,England,Burnley,Dynamic,Reliable,Engine,Passer,Central Midfielder,Metronome,77,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Tim Sherwood,,England,Retired,Athletic,Influential,Engine,Controller,Central Midfielder,Box-To-Box,77,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Stefan Schwarz,,Sweden,Retired,Balanced,Composed,Engine,Passer,Central Midfielder,Metronome,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Lee Clark,,England,Retired,Dynamic,Combative,Engine,Creator,Central Midfielder,Heartbeat,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Steve Lomas,,Northern Ireland,Retired,Dynamic,Resolute,Engine,Passer,Central Midfielder,Metronome,77,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Phil Neville,,England,Retired,Dynamic,Reliable,Commander,Engine,Central Midfielder,General,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Mikel Arteta,,Spain,Retired,Balanced,Competitive,Controller,Creator,Central Midfielder,Playmaker,77,£15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Brad Friedel,,USA,Retired,Robust,Reliable,Orthodox,Commander,Keeper,Sentinel,77,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Mark Bosnich,,Australia,Retired,Athletic,Mercurial,Acrobat,Orthodox,Keeper,Shotstopper,77,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Claudio Bravo,,Chile,Retired,Tall,Composed,Distributor,Sweeper,Keeper,Libero GK,77,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Matt Lowton,checked,England,Burnley,Solid,Reliable,Engine,Cover,Wide Defender,Dynamo,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Michael Gray,,England,Retired,Dynamic,Reliable,Cover,Engine,Wide Defender,Full Back,77,£15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Nigel Winterburn,,England,Retired,Robust,Reliable,Cover,Engine,Wide Defender,Full Back,77,£6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Lee Dixon,,England,Retired,Robust,Reliable,Cover,Engine,Wide Defender,Full Back,77,£2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Charlie Taylor,checked,England,Burnley,Dynamic,Resolute,Cover,Passer,Wide Defender,Provider,77,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Balanced
Stephen Ward,,Ireland,Retired,Powerful,Determined,Engine,Cover,Wide Defender,Dynamo,77,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Jonny,checked,Portugal,Wolves,Robust,Reliable,Engine,Cover,Wide Defender,Dynamo,77,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Nathan Redmond,,England,Retired,Speedy,Crafty,Dribbler,Sprinter,Wide Forward,Winger,77,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Matt Jarvis,,England,Retired,Speedy,Reliable,Dribbler,Creator,Wide Midfielder,Wizard,77,£7000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Kevin Kilbane,,Ireland,Retired,Dynamic,Tenacious,Engine,Creator,Wide Midfielder,Heartbeat,77,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Attacking
Shane Duffy,checked,Ireland,Brighton,Robust,Resolute,Stopper,Aerial,Central Defender,Titan,76,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Damien Delaney,,Ireland,Retired,Robust,Resolute,Stopper,Powerhouse,Central Defender,Rock,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Michael Duff,,Northern Ireland,Retired,Robust,Resolute,Stopper,Powerhouse,Central Defender,Rock,76,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
James Tomkins,,England,Retired,Robust,Resolute,Stopper,Aerial,Central Defender,Centre Back,76,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Dave Watson,,England,Retired,Robust,Influential,Stopper,Commander,Central Defender,Leader,76,£500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Sam Vokes,,Wales,Retired,Powerful,Reliable,Aerial,Powerhouse,Central Forward,Colossus,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Mario Balotelli,checked,Italy,Adana Denirspor,Powerful,Mercurial,Striker,Powerhouse,Central Forward,Rifle,76,£50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Darius Vassell,,England,Retired,Speedy,Crafty,Sprinter,Striker,Central Forward,Ghost,76,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Dougie Freedman,,Scotland,Retired,Strong,Focused,Aerial,Striker,Central Forward,Target,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Lee Cattermole,,England,Retired,Robust,Aggressive,Engine,Stopper,Central Midfielder,Destroyer,76,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
James McArthur,,Scotland,Retired,Dynamic,Reliable,Engine,Controller,Central Midfielder,Box-To-Box,76,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Muzzy Izzet,,Turkey,Retired,Energetic,Tireless,Engine,Controller,Central Midfielder,Box-To-Box,76,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Ian Taylor,,England,Retired,Rangy,Committed,Engine,Controller,Central Midfielder,Box-To-Box,76,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
David Edwards,,Wales,Retired,Dynamic,Reliable,Engine,Controller,Central Midfielder,Box-To-Box,76,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Steffen Freund,,Germany,Retired,Robust,Resolute,Commander,Engine,Central Midfielder,General,76,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Craig Gardner,,England,Retired,Dynamic,Industrious,Engine,Passer,Central Midfielder,Metronome,76,£2500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Tom Heaton,,England,Retired,Athletic,Reliable,Commander,Orthodox,Keeper,Hawk,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Tim Krul,checked,Netherlands,Norwich City,Powerful,Icy,Orthodox,Acrobat,Keeper,Wall,76,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Tim Flowers,,England,Retired,Robust,Reliable,Acrobat,Orthodox,Keeper,Shotstopper,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Fraser Forster,checked,England,Southampton,Tall,Resolute,Orthodox,Commander,Keeper,Sentinel,76,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Manuel Almunia,,Spain,Retired,Tall,Composed,Orthodox,Distributor,Keeper,Sentry,76,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Mathew Ryan,checked,Australia,AZ,Athletic,Composed,Distributor,Sweeper,Keeper,Libero GK,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Mark Schwarzer,,Australia,Retired,Athletic,Reliable,Orthodox,Commander,Keeper,Sentinel,76,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Kasey Keller,,USA,Retired,Powerful,Reliable,Orthodox,Commander,Keeper,Sentinel,76,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Lucas Neill,,Australia,Retired,Powerful,Aggressive,Powerhouse,Stopper,Wide Defender,Enforcer,76,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Jason Dodd,,England,Retired,Dynamic,Reliable,Cover,Engine,Wide Defender,Full Back,76,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Steve Staunton,,England,Retired,Dynamic,Tireless,Cover,Engine,Wide Defender,Full Back,76,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Anthony Knockaert,,France,Retired,Nimble,Unpredictable,Dribbler,Creator,Wide Forward,Wizard,76,£4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,
Rory Delap,,,Retired,,,Powerhouse,Engine,Wide Midfielder,Catapult,76,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,R,Balanced
Michael Keane,,England,Retired,Robust,Resolute,Stopper,Cover,Central Defender,Shield,75,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Danny Collins,,Ireland,Retired,Powerful,Resolute,Stopper,Powerhouse,Central Defender,Rock,75,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Cautious
Julian Joachim,,England,Retired,Pacy,Industrious,Sprinter,Striker,Central Forward,Ghost,75,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Ashley Barnes,,Austria,Retired,Stocky,Combative,Engine,Striker,Central Forward,Livewire,75,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Glenn Murray,,England,Retired,Powerful,Reliable,Aerial,Striker,Central Forward,Target,75,£1000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Attacking
Mike Newell,,England,Retired,Powerful,Industrious,Aerial,Striker,Central Forward,Target,75,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Shane Long,,Ireland,Retired,Rapid,Tenacious,Sprinter,Striker,Central Forward,Ghost,75,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Steven Reid,,Ireland,Retired,Powerful,Resolute,Engine,Powerhouse,Central Midfielder,Bison,75,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
Dale Stephens,,England,Retired,Dynamic,Tireless,Engine,Controller,Central Midfielder,Box-To-Box,75,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
David Dunn,,England,Retired,Stocky,Determined,Creator,Passer,Central Midfielder,Maestro,75,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,
Garry Flitcroft,,England,Retired,Dynamic,Mercurial,Engine,Passer,Central Midfielder,Metronome,75,£3000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,Balanced
